sku_id,current_stock,avg_daily_sales,sales_volatility,supplier_lead_time_days,safety_stock_level,reorder_point,seasonality_index,historical_stockout_count,will_stockout_next_30_days
SKU-00445,98,3.08,1.36,10,10,25,1.04,1,0
SKU-00446,990,19.23,3.64,6,141,199,0.71,0,0
SKU-00447,33,4.03,1.7,28,15,71,1.37,1,1
SKU-00448,318,5.97,1.99,5,48,63,0.8,0,0
SKU-00449,126,6.48,3.37,28,36,127,0.99,3,1
SKU-00450,259,4.69,1.61,5,43,55,1.03,1,0
SKU-00451,490,11.82,6.68,4,108,132,0.81,1,0
SKU-00452,106,11.11,6.11,27,62,212,1.24,2,1
SKU-00453,287,7.42,1.43,28,64,168,1.19,0,0
SKU-00454,338,4.93,2.18,27,38,105,1.26,0,0
SKU-00455,295,6.96,1.44,23,42,122,1.11,1,0
SKU-00456,280,8.79,4.5,15,47,113,0.96,1,1
SKU-00457,153,4.36,1.82,4,19,28,0.95,1,0
SKU-00458,332,12.46,3.08,18,43,155,1.22,0,1
SKU-00459,885,16.47,3.7,16,109,241,0.88,0,0
SKU-00460,210,21.47,6.76,22,146,382,0.94,0,1
SKU-00461,203,20.6,10.31,2,126,147,0.66,0,1
SKU-00462,459,6.45,3.21,4,62,75,1.18,0,0
SKU-00463,260,9.13,1.07,18,28,110,0.58,2,0
SKU-00464,349,7.31,1.84,25,65,156,1.49,3,0
SKU-00465,557,7.29,2.27,28,63,165,0.64,4,0
SKU-00466,362,6.92,2.72,17,58,117,0.88,2,0
SKU-00467,70,8.37,1.46,12,56,106,0.74,0,1
SKU-00468,678,18.35,4.91,15,80,218,0.79,2,0
SKU-00469,733,10.5,5.7,16,95,179,0.82,0,0
SKU-00470,126,2.89,0.98,19,24,51,1.22,1,0
SKU-00471,969,16.0,7.55,8,141,205,0.68,1,0
SKU-00472,160,9.78,3.35,12,45,104,0.76,0,1
SKU-00473,476,11.92,3.96,17,82,183,0.6,3,0
SKU-00474,249,10.34,4.25,25,61,190,0.83,0,1
SKU-00475,403,10.69,2.46,24,80,208,1.44,0,1
SKU-00476,544,11.06,2.49,23,91,218,0.88,4,0
SKU-00477,7,1.42,0.84,8,6,12,1.28,0,1
SKU-00478,67,11.81,6.31,13,50,127,0.96,1,1
SKU-00479,19,4.53,2.12,17,15,54,0.95,2,1
SKU-00480,133,5.58,0.94,29,23,104,1.32,1,1
SKU-00481,160,8.32,0.96,11,39,85,0.53,2,0
SKU-00482,399,23.73,4.45,27,83,403,1.36,1,1
SKU-00483,95,3.39,1.93,22,19,56,0.99,4,1
SKU-00484,54,8.11,4.12,19,63,140,0.85,0,1
SKU-00485,429,6.79,2.45,21,58,129,1.41,0,0
SKU-00486,562,15.84,9.26,24,86,276,0.84,2,0
SKU-00487,159,6.64,1.15,21,24,94,1.48,1,1
SKU-00488,66,9.86,3.74,20,82,181,1.44,2,1
SKU-00489,127,3.4,0.65,12,20,40,0.77,2,0
SKU-00490,404,17.69,4.48,13,84,199,0.84,1,1
SKU-00491,98,2.13,1.21,18,13,32,1.31,1,0
SKU-00492,154,11.7,6.25,25,115,261,0.7,1,1
SKU-00493,390,9.9,1.49,20,56,155,1.23,0,0
SKU-00494,937,10.99,2.47,29,107,266,0.63,1,0
SKU-00495,85,2.16,0.86,21,10,33,0.71,2,0
SKU-00496,203,6.53,0.85,13,24,66,1.0,0,0
SKU-00497,73,15.31,5.74,18,63,201,1.25,2,1
SKU-00498,1105,26.11,10.24,19,220,468,1.24,0,0
SKU-00499,138,7.64,1.88,26,52,151,1.11,1,1
SKU-00500,523,14.33,3.53,9,101,165,0.77,2,0
SKU-00501,592,9.21,1.98,8,90,127,0.92,2,0
SKU-00502,363,7.96,4.52,7,52,80,0.75,0,0
SKU-00503,214,5.93,1.75,3,23,32,0.78,1,0
SKU-00504,588,8.35,3.28,20,67,151,0.82,0,0
SKU-00505,159,13.45,3.37,28,60,248,1.1,0,1
SKU-00506,845,14.23,6.42,19,101,236,0.71,0,0
SKU-00507,200,2.63,0.4,3,24,28,0.54,0,0
SKU-00508,239,5.5,0.75,12,35,68,1.19,0,0
SKU-00509,48,3.24,1.53,27,17,61,0.52,0,1
SKU-00510,130,8.67,4.02,3,61,74,1.47,0,1
SKU-00511,109,6.34,1.47,19,25,85,0.85,0,1
SKU-00512,47,10.73,2.98,14,55,130,0.51,1,1
SKU-00513,218,11.27,6.52,27,74,226,1.38,1,1
SKU-00514,4,0.7,0.11,16,3,9,1.1,1,1
SKU-00515,139,8.3,1.59,17,27,98,1.32,0,1
SKU-00516,764,18.59,5.86,22,132,336,0.94,1,0
SKU-00517,48,5.5,1.33,24,32,98,0.85,2,1
SKU-00518,254,5.37,2.28,16,31,74,1.16,0,0
SKU-00519,218,16.46,7.33,22,164,345,0.91,0,1
SKU-00520,220,14.69,5.34,24,56,232,1.06,4,1
SKU-00521,76,3.56,1.44,16,15,43,0.78,0,1
SKU-00522,686,13.7,4.34,22,125,276,0.83,1,0
SKU-00523,58,4.32,2.07,12,17,43,0.58,1,1
SKU-00524,335,5.32,0.64,11,50,79,1.28,0,0
SKU-00525,95,3.56,0.91,2,27,31,0.85,0,0
SKU-00526,48,2.61,1.15,20,17,43,1.47,1,1
SKU-00527,200,9.06,2.4,9,45,86,0.76,0,0
SKU-00528,19,2.23,0.31,24,12,39,0.98,0,1
SKU-00529,723,9.34,2.55,28,82,213,0.81,2,0
SKU-00530,166,9.12,4.16,26,31,150,1.19,1,1
SKU-00531,109,7.38,1.19,9,62,95,1.31,1,1
SKU-00532,371,5.72,2.64,20,50,107,0.99,0,0
SKU-00533,258,4.83,2.36,23,38,94,0.87,0,0
SKU-00534,50,3.15,1.32,16,11,36,1.24,2,1
SKU-00535,1577,21.58,4.79,16,177,350,0.69,1,0
SKU-00536,276,7.13,3.58,14,57,107,1.1,1,1
SKU-00537,51,6.94,1.44,10,21,56,1.23,3,1
SKU-00538,253,3.72,2.06,18,34,67,0.77,2,0
SKU-00539,672,20.08,9.1,29,79,370,1.16,3,1
SKU-00540,139,5.09,0.65,8,50,70,1.24,0,0
SKU-00541,20,10.01,5.0,3,35,50,0.62,2,1
SKU-00542,307,11.45,4.04,3,53,70,0.82,1,0
SKU-00543,484,9.07,2.96,18,71,153,0.91,2,0
SKU-00544,27,2.17,0.67,9,9,19,1.28,2,1
SKU-00545,504,13.3,5.36,14,57,150,1.07,1,0
SKU-00546,33,5.05,2.33,28,16,87,0.95,0,1
SKU-00547,943,14.59,8.0,4,128,157,0.82,2,0
SKU-00548,215,7.91,1.87,6,26,50,0.5,1,0
SKU-00549,176,11.95,4.96,7,89,131,0.52,0,0
SKU-00550,652,19.2,8.51,14,136,270,0.74,1,0
SKU-00551,64,12.96,5.67,21,85,221,0.62,3,1
SKU-00552,411,12.16,4.21,7,68,111,0.62,1,0
SKU-00553,365,13.72,4.05,5,70,104,1.1,0,0
SKU-00554,299,4.18,2.01,4,41,49,1.11,5,0
SKU-00555,614,15.02,3.76,24,128,308,0.54,1,0
SKU-00556,225,6.7,1.37,2,63,70,1.09,3,0
SKU-00557,95,6.88,2.57,19,56,121,0.65,2,1
SKU-00558,74,8.85,2.07,18,78,158,0.88,1,1
SKU-00559,310,6.21,0.72,4,61,73,1.49,3,0
SKU-00560,183,3.44,0.43,17,21,50,1.02,2,0
SKU-00561,554,8.35,3.74,10,78,120,0.53,1,0
SKU-00562,92,6.9,4.05,16,23,78,0.85,1,1
SKU-00563,230,6.71,2.2,5,25,42,1.17,2,0
SKU-00564,105,7.71,1.34,20,50,127,0.72,2,1
SKU-00565,54,0.8,0.41,24,5,15,1.46,0,0
SKU-00566,103,6.75,1.56,2,41,48,0.93,2,1
SKU-00567,274,20.81,12.44,16,141,307,0.52,1,1
SKU-00568,1045,19.72,7.53,20,133,330,1.04,0,0
SKU-00569,354,8.58,1.86,2,78,87,1.18,2,0
SKU-00570,372,8.36,2.91,22,45,137,0.96,2,0
SKU-00571,27,0.54,0.14,17,3,8,1.43,0,0
SKU-00572,79,5.3,2.6,10,42,68,1.4,0,1
SKU-00573,160,13.63,2.08,15,103,205,0.64,3,1
SKU-00574,236,6.09,3.22,21,54,118,0.58,0,0
SKU-00575,464,16.91,8.18,20,87,256,0.81,0,0
SKU-00576,205,16.22,8.61,23,49,236,1.11,0,1
SKU-00577,117,5.21,2.85,2,50,55,1.1,1,0
SKU-00578,73,9.07,1.95,24,30,139,0.77,0,1
SKU-00579,827,21.92,7.9,2,170,192,1.45,0,0
SKU-00580,7,2.12,1.11,20,11,32,0.81,1,1
SKU-00581,161,6.2,1.79,11,37,71,1.3,0,1
SKU-00582,14,1.9,0.25,3,17,20,1.33,2,1
SKU-00583,190,3.92,0.96,21,23,64,0.6,3,0
SKU-00584,612,26.21,5.79,17,105,328,0.73,2,0
SKU-00585,97,6.2,3.32,20,51,113,0.72,1,1
SKU-00586,28,1.09,0.36,12,3,10,1.42,2,1
SKU-00587,84,3.41,1.51,9,17,32,0.85,0,0
SKU-00588,58,1.68,0.98,19,11,27,1.34,1,1
SKU-00589,155,9.33,2.33,8,57,94,0.98,2,1
SKU-00590,323,11.33,5.45,24,83,219,0.96,3,0
SKU-00591,693,15.16,1.69,21,86,245,1.4,0,0
SKU-00592,133,13.12,2.0,29,75,265,0.94,0,1
SKU-00593,75,2.23,0.4,2,12,14,1.24,1,0
SKU-00594,239,10.92,2.8,18,101,199,0.92,0,1
SKU-00595,103,7.46,2.25,17,23,86,0.6,2,1
SKU-00596,810,16.68,5.65,26,160,377,0.55,1,0
SKU-00597,121,14.17,3.16,13,78,170,0.71,3,1
SKU-00598,186,28.47,3.79,28,158,557,1.22,0,1
SKU-00599,143,3.67,1.61,8,30,45,0.87,1,0
SKU-00600,76,3.2,0.36,25,18,58,0.95,0,1
SKU-00601,350,5.57,2.81,16,41,86,0.6,3,0
SKU-00602,470,7.69,4.34,28,72,180,1.12,3,0
SKU-00603,349,4.69,2.13,8,42,61,1.3,2,0
SKU-00604,218,3.85,1.53,9,25,42,1.12,2,0
SKU-00605,56,10.41,4.46,17,83,171,1.48,1,1
SKU-00606,263,5.56,2.37,17,32,79,0.52,3,0
SKU-00607,337,4.52,2.56,6,38,52,0.52,1,0
SKU-00608,43,2.23,1.3,20,9,31,1.0,2,1
SKU-00609,18,0.61,0.19,13,2,6,0.77,0,0
SKU-00610,475,20.15,8.23,6,137,197,1.19,2,1
SKU-00611,120,19.75,9.9,16,89,247,1.29,3,1
SKU-00612,322,14.47,1.45,21,117,269,0.6,1,0
SKU-00613,54,12.19,4.43,2,45,57,1.42,1,1
SKU-00614,79,5.14,2.19,27,16,85,0.53,0,0
SKU-00615,593,12.55,5.76,19,97,216,1.19,1,0
SKU-00616,11,2.98,0.85,9,19,32,0.88,2,1
SKU-00617,213,8.9,2.21,23,86,188,1.17,1,1
SKU-00618,24,4.19,0.8,25,20,72,0.6,1,1
SKU-00619,435,12.59,4.77,28,49,225,1.44,4,1
SKU-00620,535,22.9,12.82,24,72,347,1.44,2,1
SKU-00621,17,3.4,1.86,7,21,33,1.02,0,1
SKU-00622,156,5.35,1.5,6,20,36,1.01,0,0
SKU-00623,565,8.78,2.01,7,74,105,1.13,4,0
SKU-00624,37,1.26,0.62,26,4,20,1.08,1,1
SKU-00625,143,1.78,0.82,10,17,26,1.04,1,0
SKU-00626,686,22.46,7.92,11,152,276,1.09,0,0
SKU-00627,210,10.44,3.07,26,82,218,1.36,2,1
SKU-00628,158,4.9,0.79,7,19,36,1.11,0,0
SKU-00629,228,8.09,3.98,13,29,82,0.7,1,0
SKU-00630,91,5.59,2.28,10,31,59,1.41,2,1
SKU-00631,332,8.98,2.59,10,60,105,0.72,1,0
SKU-00632,220,5.77,3.23,18,41,93,0.67,0,0
SKU-00633,190,7.61,3.27,22,40,124,1.5,1,1
SKU-00634,380,13.38,7.55,9,66,126,0.71,0,0
SKU-00635,154,12.78,4.31,3,126,145,0.6,4,0
SKU-00636,467,21.63,7.08,19,106,311,1.06,1,1
SKU-00637,130,10.98,6.24,17,44,137,1.33,3,1
SKU-00638,25,8.49,4.92,20,47,132,0.56,1,1
SKU-00639,604,23.78,13.8,14,122,288,0.99,0,1
SKU-00640,155,7.0,3.57,23,42,122,0.57,2,0
SKU-00641,25,0.71,0.24,19,5,12,0.93,1,0
SKU-00642,153,14.6,3.0,23,105,273,0.84,1,1
SKU-00643,384,10.06,2.93,22,79,190,0.64,1,0
SKU-00644,98,8.18,4.66,15,34,95,1.43,2,1
SKU-00645,25,14.87,4.19,11,49,131,1.13,2,1
SKU-00646,364,5.81,2.78,18,50,102,1.34,1,0
SKU-00647,23,0.76,0.43,19,3,10,1.41,3,1
SKU-00648,399,15.07,8.82,18,79,215,1.43,2,1
SKU-00649,174,4.75,2.73,16,29,67,1.25,2,1
SKU-00650,94,3.53,1.33,11,28,47,0.81,0,0
SKU-00651,6,0.82,0.28,5,3,5,1.33,0,1
SKU-00652,470,14.21,8.44,13,132,224,1.02,0,0
SKU-00653,22,0.39,0.08,26,2,7,0.77,0,0
SKU-00654,1077,19.09,3.7,22,189,399,0.89,2,0
SKU-00655,231,6.29,3.66,23,31,103,0.8,0,0
SKU-00656,980,14.68,6.53,22,119,280,0.97,1,0
SKU-00657,168,11.22,4.13,27,63,214,1.28,0,1
SKU-00658,1961,26.69,4.43,8,236,343,0.98,1,0
SKU-00659,429,11.0,3.92,22,69,190,0.77,1,0
SKU-00660,895,18.62,10.65,3,169,197,0.59,1,0
SKU-00661,210,5.21,2.09,8,43,64,1.36,1,0
SKU-00662,63,1.77,0.54,2,13,15,0.92,2,0
SKU-00663,88,16.27,6.11,14,77,191,0.94,1,1
SKU-00664,9,1.71,0.93,5,8,12,1.26,2,1
SKU-00665,467,14.1,7.85,12,140,225,1.35,0,1
SKU-00666,69,3.14,0.94,5,30,38,1.01,3,0
SKU-00667,51,10.2,4.12,3,40,55,1.13,1,1
SKU-00668,86,27.02,6.47,15,120,323,0.74,5,1
SKU-00669,450,13.34,4.34,13,50,137,1.44,1,1
SKU-00670,74,7.03,1.48,13,31,77,1.07,1,1
SKU-00671,514,11.41,4.17,11,57,120,1.22,0,0
SKU-00672,251,5.37,2.09,13,48,83,0.61,1,0
SKU-00673,266,33.9,9.12,2,124,158,1.14,0,1
SKU-00674,73,4.44,1.05,15,41,74,0.87,1,1
SKU-00675,168,7.65,1.34,25,75,171,0.95,2,1
SKU-00676,226,12.52,2.13,5,62,93,1.18,2,1
SKU-00677,152,10.82,4.93,6,67,99,1.3,1,1
SKU-00678,603,11.72,2.47,23,79,214,0.85,0,0
SKU-00679,90,5.47,0.87,16,24,68,1.37,1,1
SKU-00680,279,6.8,4.08,9,55,86,0.72,1,0
SKU-00681,533,15.76,3.62,23,111,292,1.06,1,0
SKU-00682,360,15.23,8.35,11,58,142,0.65,2,0
SKU-00683,925,11.01,4.45,18,102,201,0.79,0,0
SKU-00684,444,20.19,9.24,17,103,275,1.4,1,1
SKU-00685,217,16.19,6.16,6,66,115,0.51,0,0
SKU-00686,1299,14.91,2.84,23,147,318,1.42,2,0
SKU-00687,63,1.67,0.87,19,6,22,0.83,1,0
SKU-00688,271,10.91,5.61,7,37,75,1.2,1,1
SKU-00689,328,9.53,2.62,23,44,154,0.59,1,0
SKU-00690,460,21.92,10.56,19,115,323,1.14,1,1
SKU-00691,229,7.32,2.72,25,44,136,1.41,2,1
SKU-00692,248,8.96,4.97,24,70,178,1.06,0,1
SKU-00693,104,3.1,1.55,10,17,33,0.86,2,0
SKU-00694,203,3.71,0.45,28,26,78,1.29,0,0
SKU-00695,250,21.97,11.86,2,67,89,1.21,3,1
SKU-00696,343,11.69,6.83,11,67,131,0.62,1,0
SKU-00697,1850,27.06,12.75,19,260,517,1.17,1,0
SKU-00698,141,7.21,1.15,16,61,119,1.16,2,1
SKU-00699,108,2.14,1.08,8,18,27,1.25,1,0
SKU-00700,241,6.41,2.72,7,33,55,0.82,1,0
SKU-00701,35,5.55,1.5,23,36,100,0.9,0,1
SKU-00702,327,13.67,7.41,26,122,300,1.46,1,1
SKU-00703,88,13.29,5.09,21,122,262,1.07,1,1
SKU-00704,54,12.1,6.37,16,96,193,1.01,2,1
SKU-00705,926,32.6,14.18,23,202,577,1.49,0,1
SKU-00706,445,19.41,4.74,8,68,146,0.73,1,0
SKU-00707,60,3.95,2.32,29,15,72,0.9,1,1
SKU-00708,295,16.55,6.38,5,50,91,1.26,2,1
SKU-00709,102,8.52,3.05,18,47,124,1.21,0,1
SKU-00710,175,7.05,2.13,11,22,61,1.47,4,1
SKU-00711,458,21.04,3.54,27,127,411,1.15,1,1
SKU-00712,182,3.73,1.65,8,27,42,0.81,2,0
SKU-00713,183,15.81,4.99,19,113,263,0.9,1,1
SKU-00714,730,14.13,8.02,6,97,139,0.59,1,0
SKU-00715,88,3.66,2.13,7,17,30,1.42,1,1
SKU-00716,105,1.61,0.78,13,11,21,0.63,2,0
SKU-00717,308,7.81,1.73,24,77,171,1.05,1,0
SKU-00718,871,17.86,8.18,9,109,189,0.9,2,0
SKU-00719,400,10.88,1.2,21,99,213,0.63,3,0
SKU-00720,174,21.5,11.03,17,122,305,0.79,2,1
SKU-00721,489,10.35,3.59,29,76,226,1.13,0,0
SKU-00722,296,22.45,12.76,10,143,255,0.53,1,0
SKU-00723,299,5.06,1.46,8,40,60,1.47,5,0
SKU-00724,378,12.08,2.8,27,112,275,1.41,3,1
SKU-00725,263,6.03,3.6,11,37,70,0.58,0,0
SKU-00726,294,7.62,2.78,8,63,93,1.37,0,0
SKU-00727,420,8.93,4.75,25,82,194,0.83,5,0
SKU-00728,634,10.86,6.03,24,93,223,0.57,1,0
SKU-00729,92,4.48,1.61,3,14,21,0.81,0,0
SKU-00730,221,11.67,3.83,25,35,181,1.31,2,1
SKU-00731,488,8.6,3.24,19,79,161,1.17,2,0
SKU-00732,104,2.28,1.19,9,18,28,0.74,1,0
SKU-00733,103,1.34,0.78,16,13,24,1.22,1,0
SKU-00734,278,17.91,4.73,8,90,162,1.21,1,1
SKU-00735,129,7.33,3.44,6,62,84,1.24,2,1
SKU-00736,121,2.02,0.49,5,17,22,1.04,3,0
SKU-00737,1145,24.91,10.1,6,224,299,1.32,0,0
SKU-00738,807,12.52,6.29,18,98,211,1.14,2,0
SKU-00739,374,10.65,5.79,24,42,170,0.63,2,0
SKU-00740,260,4.12,1.34,15,32,63,1.31,2,0
SKU-00741,88,2.24,0.64,2,16,18,0.82,0,0
SKU-00742,359,9.54,2.16,14,51,118,1.21,0,0
SKU-00743,127,8.19,1.37,22,37,127,1.18,1,1
SKU-00744,19,3.15,0.89,25,29,68,0.84,0,1
SKU-00745,93,3.05,1.63,22,12,46,0.66,0,0
SKU-00746,129,2.9,0.9,12,17,34,1.19,2,0
SKU-00747,13,2.8,0.72,20,21,49,1.35,4,1
SKU-00748,384,4.92,2.31,3,48,55,1.34,1,0
SKU-00749,663,10.65,2.21,13,82,151,1.13,2,0
SKU-00750,203,11.98,2.73,17,62,164,0.73,0,1
SKU-00751,19,8.06,4.58,2,28,36,0.82,3,1
SKU-00752,389,9.22,1.3,2,48,57,1.25,1,0
SKU-00753,70,12.4,3.81,24,63,212,0.91,3,1
SKU-00754,22,0.95,0.37,8,8,12,1.23,1,1
SKU-00755,286,9.77,2.1,5,55,79,0.81,0,0
SKU-00756,558,20.0,4.81,18,74,254,0.51,2,0
SKU-00757,472,7.18,1.51,9,65,97,1.1,1,0
SKU-00758,346,17.42,4.75,29,54,307,1.1,0,1
SKU-00759,174,7.28,4.0,28,22,124,1.13,1,1
SKU-00760,525,12.99,4.1,25,82,244,0.77,5,0
SKU-00761,225,10.49,3.24,10,37,89,1.31,2,1
SKU-00762,25,2.85,0.84,26,12,49,0.99,1,1
SKU-00763,153,3.55,2.07,9,35,51,1.26,3,0
SKU-00764,872,22.45,3.56,8,200,290,1.11,0,0
SKU-00765,83,15.02,8.05,29,125,343,0.92,1,1
SKU-00766,237,7.67,2.02,20,59,136,1.18,2,1
SKU-00767,58,6.9,3.99,4,23,37,1.07,1,1
SKU-00768,48,4.15,1.07,26,37,91,1.01,0,1
SKU-00769,365,11.16,1.58,6,70,103,1.15,1,0
SKU-00770,45,4.48,1.61,21,17,64,0.59,1,1
SKU-00771,70,6.19,1.32,14,32,75,1.41,1,1
SKU-00772,237,4.9,2.33,2,32,37,0.84,1,0
SKU-00773,332,14.37,6.16,24,44,216,0.72,1,0
SKU-00774,220,7.43,3.29,21,35,113,1.27,2,1
SKU-00775,108,9.27,1.82,26,50,171,0.73,0,1
SKU-00776,112,2.91,1.32,19,18,46,1.5,4,1
SKU-00777,105,4.87,1.25,23,15,71,0.92,2,1
SKU-00778,166,9.42,5.65,27,66,193,0.8,2,1
SKU-00779,13,1.71,0.8,29,7,32,0.56,1,1
SKU-00780,213,6.99,2.76,17,50,109,0.54,1,0
SKU-00781,164,8.25,4.4,2,39,47,0.6,1,0
SKU-00782,29,2.55,1.01,11,15,29,0.51,1,1
SKU-00783,266,16.89,6.36,19,124,284,0.83,0,1
SKU-00784,394,10.77,2.35,5,82,109,0.81,1,0
SKU-00785,125,7.38,3.24,5,24,42,0.93,0,1
SKU-00786,162,4.57,1.31,13,31,61,0.73,4,0
SKU-00787,133,1.64,0.2,27,14,36,0.56,1,0
SKU-00788,60,16.02,8.14,11,71,159,0.57,2,1
SKU-00789,287,5.73,0.72,28,39,119,0.68,0,0
SKU-00790,49,2.14,0.93,24,13,39,0.82,2,0
SKU-00791,283,4.46,0.8,10,40,62,0.65,1,0
SKU-00792,479,11.61,3.67,8,70,116,0.87,2,0
SKU-00793,560,9.97,5.28,25,96,221,1.42,2,0
SKU-00794,147,3.17,0.47,23,24,60,0.76,0,0
SKU-00795,774,17.99,7.8,19,125,296,0.67,4,0
SKU-00796,82,2.11,0.86,29,11,42,1.16,1,0
SKU-00797,240,20.53,10.96,4,147,188,0.99,0,1
SKU-00798,139,9.66,1.8,12,38,96,0.55,5,0
SKU-00799,283,6.09,3.04,18,36,91,1.29,1,0
SKU-00800,180,6.81,2.21,4,34,48,1.22,4,0
SKU-00801,115,8.85,2.78,29,68,196,1.48,1,1
SKU-00802,893,12.26,3.44,18,102,212,1.44,1,0
SKU-00803,125,1.32,0.39,10,13,20,1.08,2,0
SKU-00804,102,4.33,1.56,8,20,37,1.19,1,1
SKU-00805,403,8.64,1.33,2,79,88,0.91,3,0
SKU-00806,495,18.46,5.77,18,165,331,1.39,1,1
SKU-00807,797,17.98,7.66,29,162,423,1.05,0,0
SKU-00808,1677,23.39,8.17,3,191,226,0.83,0,0
SKU-00809,229,17.41,3.18,13,85,198,0.51,1,0
SKU-00810,117,4.04,1.14,20,37,77,1.09,1,1
SKU-00811,488,8.22,2.64,14,59,117,1.03,0,0
SKU-00812,542,17.48,7.59,20,143,318,1.31,1,1
SKU-00813,640,16.33,8.99,21,72,243,0.69,0,0
SKU-00814,104,7.09,2.66,29,29,132,1.32,0,1
SKU-00815,32,12.02,5.27,18,59,167,0.52,1,1
SKU-00816,336,5.7,0.79,21,38,98,1.09,2,0
SKU-00817,30,1.94,1.12,10,11,21,0.9,0,1
SKU-00818,454,7.59,1.96,6,70,93,0.83,1,0
SKU-00819,21,7.23,2.0,4,22,36,0.93,0,1
SKU-00820,137,5.47,1.16,5,19,33,0.72,0,0
SKU-00821,156,12.3,1.75,25,65,219,0.68,2,1
SKU-00822,219,6.9,3.42,3,29,39,1.31,0,0
SKU-00823,575,11.1,2.44,15,65,148,0.73,1,0
SKU-00824,102,14.19,3.42,19,114,249,1.24,2,1
SKU-00825,1273,35.19,6.72,20,350,702,1.21,1,0
SKU-00826,230,7.69,4.52,3,34,46,0.53,2,0
SKU-00827,825,18.63,9.14,26,91,333,1.38,1,0
SKU-00828,301,9.86,5.57,14,83,152,1.29,1,1
SKU-00829,457,10.29,5.46,2,50,60,1.3,1,0
SKU-00830,513,7.77,4.3,5,62,81,1.31,1,0
SKU-00831,437,9.24,3.14,26,65,185,1.08,3,0
SKU-00832,236,6.95,1.29,28,62,159,1.49,0,1
SKU-00833,273,16.48,4.34,23,53,243,0.68,4,1
SKU-00834,298,4.47,1.1,11,44,69,0.57,3,0
SKU-00835,127,1.92,0.88,28,19,46,1.2,1,0
SKU-00836,53,5.32,0.6,9,17,41,0.79,0,1
SKU-00837,173,4.85,0.83,8,32,51,1.11,1,0
SKU-00838,243,5.32,2.35,23,31,92,0.89,0,0
SKU-00839,168,7.45,1.2,11,36,77,0.83,4,1
SKU-00840,287,5.34,0.66,16,53,96,1.39,3,0
SKU-00841,105,7.37,1.14,20,31,105,0.64,3,1
SKU-00842,50,5.35,2.38,6,26,42,0.69,2,1
SKU-00843,37,11.27,1.91,27,34,186,1.17,0,1
SKU-00844,980,34.98,6.06,6,247,352,1.28,0,1
SKU-00845,522,9.72,2.09,29,88,229,1.33,1,0
SKU-00846,292,5.54,2.63,9,41,66,0.73,1,0
SKU-00847,6,0.53,0.11,13,4,7,1.38,0,1
SKU-00848,311,27.64,3.25,9,96,220,1.11,3,1
SKU-00849,604,10.13,5.6,17,81,167,1.32,0,0
SKU-00850,64,7.32,3.94,2,43,50,0.57,0,1
SKU-00851,45,0.58,0.11,6,4,6,0.86,0,0
SKU-00852,323,7.62,1.77,16,54,115,1.02,0,0
SKU-00853,773,9.18,1.78,21,90,186,1.08,1,0
SKU-00854,302,5.37,2.47,28,44,119,0.6,2,0
SKU-00855,165,2.34,0.53,25,18,47,1.04,2,0
SKU-00856,86,2.18,1.23,27,13,42,1.17,2,0
SKU-00857,256,27.93,14.35,24,91,426,0.86,2,1
SKU-00858,453,8.98,3.54,23,61,164,1.0,4,0
SKU-00859,102,5.36,0.56,11,41,70,0.79,1,1
SKU-00860,366,8.58,4.65,27,68,184,1.37,0,0
SKU-00861,220,8.14,3.78,28,59,173,1.1,1,1
SKU-00862,88,2.06,1.02,16,11,27,1.05,3,0
SKU-00863,508,15.74,2.14,5,72,111,1.44,1,0
SKU-00864,212,7.17,3.26,3,26,37,1.16,1,0
SKU-00865,190,9.07,4.56,15,72,140,0.78,2,0
SKU-00866,1940,21.97,12.71,19,215,424,1.14,1,0
SKU-00867,125,2.41,0.94,17,16,36,1.46,2,0
SKU-00868,129,4.27,1.51,27,33,91,0.52,0,0
SKU-00869,133,10.53,3.29,17,83,173,1.13,1,1
SKU-00870,226,15.53,7.0,20,64,219,0.66,1,1
SKU-00871,31,4.94,2.77,23,21,78,1.32,2,1
SKU-00872,138,5.19,2.08,27,23,93,1.14,2,1
SKU-00873,184,13.09,2.8,19,125,249,1.44,1,1
SKU-00874,433,33.21,3.61,17,103,385,1.17,3,1
SKU-00875,377,8.8,3.6,4,60,78,0.52,2,0
SKU-00876,109,4.25,2.26,19,24,64,1.01,1,0
SKU-00877,200,3.2,0.43,7,24,35,1.4,0,0
SKU-00878,89,7.44,2.22,12,34,79,0.73,2,1
SKU-00879,728,15.04,8.57,16,146,266,0.58,0,0
SKU-00880,1892,42.81,15.02,4,228,314,1.22,1,0
SKU-00881,217,6.48,1.36,21,61,129,1.0,2,0
SKU-00882,289,8.81,2.44,9,63,103,0.55,1,0
SKU-00883,1248,24.91,7.57,16,147,346,0.78,1,0
SKU-00884,408,10.4,1.65,11,85,142,0.83,0,0
SKU-00885,534,9.77,4.2,11,67,121,1.17,0,0
SKU-00886,747,21.79,8.63,13,87,229,0.97,1,0
SKU-00887,193,8.96,3.8,3,71,84,0.99,2,0
SKU-00888,179,3.46,1.4,7,24,36,1.31,1,0
SKU-00889,800,18.87,2.04,24,131,357,0.78,1,0
SKU-00890,133,1.7,0.32,5,14,18,1.17,1,0
SKU-00891,701,16.76,3.06,15,127,253,0.87,4,0
SKU-00892,340,8.28,1.23,5,46,67,0.92,1,0
